TITLE,DATE,TEXT,UID
"Galactic News: Weekly Security Report",14 MAR 3303,"This report presents the latest data on the security status of the galaxy's minor factions.

 Here are the latest factions to experience a lockdown:

 Ngaliba Blue Camorra 

 Brotherhood of LP 98-132

 Liaedin Mafia

 Traditional Auste Dominion 

 Apoyota Domain 

 Gliese 868 Services 

 Quator Ring 

 Union of Sowiio Green Party 

 Independents of Tau Ceti

 United Wat Yu Confederacy

 When a faction experiences a lockdown, the security rating of the system it controls temporarily increases and the system's wealth temporarily decreases. Bounty hunting activity can shorten the lockdown period.

 Here are the latest factions to experience civil unrest:

 Potriti Gold Mafia 

 Social Freng Independents 

 i Bootis Central Limited 

 NLTT 7789 Exchange 

 Partnership of LHS 417 

 Lokitaka Mu Silver Universal Net 

 Anali Ltd 

 Kapurri Universal PLC

 Cordenet Group

 People's Bactondinks Future

 Civil unrest is the result of illegal activity. When a faction is affected by civil unrest, the standard of living in the system it controls temporarily decreases, as does the system's wealth. Combat missions and activities can bring civil unrest to an end.",https://community.elitedangerous.com/en/galnet/uid/58c7bf1815ac1c7a7f110093
"Galactic News: Weekly Economic Report",13 MAR 3303,"This report presents the latest data on the economic health of the galaxy's minor factions.

 Here are the latest factions to experience an economic boom:

 Colanja Gold Power Services 

 Social Zaragas Independents 

 New 31 Aquilae Green Party 

 Ross 754 Labour 

 Kokary Holdings 

 Labour of Ethgreze 

 Liberty Party of Zeessze 

 Panoi Holdings 

 Delphin Blue Federal PLC 

 Wolf 359 Blue Travel Commodities

 Boom is usually the result of consistent trade profit and completed trade contracts. When a faction experiences a boom, the wealth of the system it controls temporarily increases and trade missions completed in the system have double the effect on influence. The faction's influence may also increase. Booms typically last until they naturally expire.

 Here are the latest factions to experience an economic bust:

 Natural Mehit Liberty Party 

 Sif League 

 Social Ngurii Revolutionary Party 

 Peacock Jet Society 

 Lords of Acihaut 

 Caraswang Gold Public Inc 

 Democrats of Masans 

 Leaders of Santal 

 Values Party of Orishpucho

 V350 Canis Majoris Crimson Society

 When a faction experiences a bust, the wealth of the system it controls is temporarily reduced and the faction's influence is temporarily diminished. Trade actions do not contribute to boom while a bust is active. A bust typically has to run its course before ending.",https://community.elitedangerous.com/en/galnet/uid/58c66ff915ac1c2f7c03d9ee
"Galactic News: Weekly Expansion Report",11 MAR 3303,"This report presents the latest data on expansion and withdrawal among the galaxy's minor factions.

 Here are the latest factions to have expanded into new systems:

 HIP 73428 Exchange 

 HIP 9610 Jet Legal Systems 

 Wolf 217 Left Party 

 Official Palengue Liberty Party 

 Matia Empire League 

 Jaques 

 Revolutionary Abazates Democrats 

 HIP 65921 Silver Bridge Systems 

 Noblemen of Vanayeb Hua

 Egovi Dominion

 Expansions occur when a minor faction reaches a sufficient level of influence and there is a populated system within striking distance. Expansion is costly, so when a faction expands, the wealth and development level of the system it controls are temporarily reduced.

 Here are the latest factions in withdrawal:

 Zugen Incorporated 

 Ross 210 Pro-Alliance Party 

 LHS 3505 Crimson Mafia 

 Zeus Bureau 

 HIP 13269 Silver Drug Empire 

 HIP 28987 Empire Pact 

 Annarr Dynamic Corp.

 Firdaus Transport Company 

 LTT 700 Jet Major Holdings

 LHS 3516 Fortune Company

 Factions are considered to be in withdrawal if their level of influence within a system drops below a certain level. If the faction's influence remains low for a total of five days, the faction must leave the system entirely. If the faction manages to increase its level of influence, it remains in the system.

 ",https://community.elitedangerous.com/en/galnet/uid/58c285cd15ac1cae18ad1265
"Galactic News: Weekly Conflict Report",10 MAR 3303,"This report presents the latest data on conflict among the galaxy's minor factions.

 Here are the latest factions to experience a civil war:

 Avan Labour Union 

 Vanayequi Independents 

 Yakabugai Exchange 

 AG+21 1754 Citizen Party 

 Fusang Fortune Commodities

 LHS 3479 Interstellar

 People's Changthini for Equality 

 Revolutionary Heheng Future 

 Liaedin Electronics PLC

 Liaedin Mafia

 Civil wars occur when minor factions compete for control of major assets such as starports. When a faction is involved in a civil war, the standard of living, development level and security level in the system it controls are temporarily reduced. Combat activities can bring a civil war to an end.

 Here are the latest factions to experience war:

 Colanja Gold Power Services 

 Lords of Ngaliba 

 Cemiess Commodities

 Labour of Ethgreze 

 Order of Ethgreze 

 Kokary Liberals 

 United LHS 3479 Green Party 

 Liberty Party of LP 751-1 

 Independents of Mildeptu

 The Pilots Federation

 Wars occur when a minor faction invades a star system controlled by another minor faction. For the duration of the war, the standard of living, wealth level and security level in the disputed system are reduced. Combat activity between the two warring factions determines the outcome of the conflict. If neither faction succeeds in dominating the other, the war ends in a ceasefire.

 ",https://community.elitedangerous.com/en/galnet/uid/58c2811e15ac1cbe2a7cb61f
"Galactic News: Weekly Democracy Report",09 MAR 3303,"This report presents the latest data on democratic activity among the galaxy's minor factions.

 Here are the latest factions to hold elections:

 Zelano Systems

 Green Party of HIP 103138

 39 Tauri Interstellar

 Labour of Geras

 Marquis du HIP 110867 

 Jet Fortune Exchange 

 Social Bakaduninka Future 

 Democrats of BD-02 4304 

 i Bootis Democrats

 Official LTT 982 Autocracy

 Elections occur when two minor factions with a similar political structure resolve a conflict over ownership and influence within a system.

 ",https://community.elitedangerous.com/en/galnet/uid/58c1251315ac1c8c7aca2a25
"Galactic News: Weekly Health Report",08 MAR 3303,"This report presents the latest data on health issues among the galaxy's minor factions.

 Here are the latest factions to experience famine:

 HIP 105577 One

 Official Darkates Freedom Party 

 League of Villae 

 Liberty Party of Zeessze 

 HIP 19773 Shared 

 Bubii Rats 

 Ololos Drug Empire 

 Bodb Den Advanced Network 

 Cuicatec Gold Power Co 

 Camorra of Waime 

 When a faction is affected by famine the standard of living in the system it controls temporarily decreases. Combat activity has no effect on influence while a famine is active. Completing food-trade missions can bring a famine to an end.

 Here are the latest factions to experience an outbreak:

 New 31 Aquilae Green Party

 Zeessze Clan 

 Liberty Party of Zeessze 

 Kvenland Services 

 Eranin Peoples Party 

 FK5 2550 PLC 

 Quambo Free 

 Marquis du HIP 110867 

 Totegafook Posse 

 HIP 96289 Blue Major Inc 

 When a faction is affected by an outbreak the standard of living in the system it controls temporarily decreases. Combat activity has no effect on influence while an outbreak is active. Completing medicine-supply missions can bring an outbreak to an end.

 ",https://community.elitedangerous.com/en/galnet/uid/58bfe54c15ac1c701494899c
"Galactic News: Weekly Security Report",07 MAR 3303,"This report presents the latest data on the security status of the galaxy's minor factions.

 Here are the latest factions to experience a lockdown:

 Brotherhood of LP 98-132

 Chamunda Crimson Gang

 Apoyota Domain

 Quator Ring

 Bhotho Rats

 Union of Sowiio Green Party

 Anali Ltd

 Ither Purple Brotherhood

 People's Bactondinks Future

 Argeno Transport Solutions

 When a faction experiences a lockdown, the security rating of the system it controls temporarily increases and the system's wealth temporarily decreases. Bounty hunting activity can shorten the lockdown period.

 Here are the latest factions to experience civil unrest:

 Brotherhood of LP 98-132

 Wolf 359 Blue Travel Commodities

 Ngaliba Blue Camorra

 Uszaa Society

 i Bootis Democrats

 Revolutionary Kappa Fornacis for Equality

 Codorain Network

 Nantariates State Holdings

 HIP 117399 Confederacy

 Partnership of Stopover

 Civil unrest is the result of illegal activity. When a faction is affected by civil unrest, the standard of living in the system it controls temporarily decreases, as does the system's wealth. Combat missions and activities can bring civil unrest to an end.",https://community.elitedangerous.com/en/galnet/uid/58bea40015ac1cbd4c64a4f1
"Galactic News: Weekly Economic Report",06 MAR 3303,"This report presents the latest data on the economic health of the galaxy's minor factions.

 Here are the latest factions to experience an economic boom:

 Colanja Gold Power Services

 Brani Federal Holdings

 Ross 754 Labour

 Yakabugai Exchange

 Ruchbah Industry

 Cemiess Commodities

 Kokary Holdings

 Eravate Network

 Zeessze Clan

 Delphin Blue Federal PLC

 Boom is usually the result of consistent trade profit and completed trade contracts. When a faction experiences a boom, the wealth of the system it controls temporarily increases and trade missions completed in the system have double the effect on influence. The faction's influence may also increase. Booms typically last until they naturally expire.

 Here are the latest factions to experience an economic bust:

 Potriti Gold Mafia

 Ngaliba Blue Camorra

 LHS 535 Silver United Ltd

 Orishpucho Jet Hand Gang

 Chau Yu Gold Clan

 BD-13 2439 Comms Systems

 League of 36 Ursae Majoris

 Independent Sopdu Labour

 Taliesin Crimson Fortune Systems

 Democrats of Masans

 When a faction experiences a bust, the wealth of the system it controls is temporarily reduced and the faction's influence is temporarily diminished. Trade actions do not contribute to boom while a bust is active. A bust typically has to run its course before ending.",https://community.elitedangerous.com/en/galnet/uid/58bd44fa15ac1c5a3eda6985
"Galactic News: Weekly Expansion Report",04 MAR 3303,"This report presents the latest data on expansion and withdrawal among the galaxy's minor factions.

 Here are the latest factions to have expanded into new systems:

 G 41-14 Purple Travel Solutions

 HIP 73428 Exchange

 HIP 8593 Empire League

 Ross 754 Labour

 Nahua Citizens' Forum

 G 99-49 Life Industry

 Sui Xenates Indie Union

 HIP 115314 Jet Crew

 HIP 113454 Crew

 HIP 65921 Silver Bridge Systems

 Expansions occur when a minor faction reaches a sufficient level of influence and there is a populated system within striking distance. Expansion is costly, so when a faction expands, the wealth and development level of the system it controls are temporarily reduced.

 Here are the latest factions in withdrawal:

 Eranin Peoples Party

 Independents of Mildeptu

 39 Tauri Interstellar

 Labour of Geras

 Zugen Incorporated

 Durius Dominion

 Inupiates Patrons of Law

 Zeus Bureau

 HR 8170 Brotherhood

 Xuanduna Imperial Society

 Factions are considered to be in withdrawal if their level of influence within a system drops below a certain level. If the faction's influence remains low for a total of five days, the faction must leave the system entirely. If the faction manages to increase its level of influence, it remains in the system.",https://community.elitedangerous.com/en/galnet/uid/58b9483b15ac1cd325100571
"Galactic News: Weekly Conflict Report",03 MAR 3303,"This report presents the latest data on conflict among the galaxy's minor factions.

 Here are the latest factions to experience a civil war:

 Vanayequi Independents

 New 31 Aquilae Green Party

 Kini Drug Empire

 Fusang Fortune Commodities

 Luyten 674-15 Industries

 Leesti Alliance Union

 Alpha Centauri Gold Brotherhood

 Aymifa Resistance

 Bodb Den Advanced Network

 Liaedin Electronics PLC

 Civil wars occur when minor factions compete for control of major assets such as starports. When a faction is involved in a civil war, the standard of living, development level and security level in the system it controls are temporarily reduced. Combat activities can bring a civil war to an end.

 Here are the latest factions to experience war:

 Limapa Blue State Commodities

 Lords of Ngaliba

 Labour of Ethgreze

 Order of Ethgreze

 Crimson State Group

 Liberty Party of LP 751-1

 Alioth Pro-Alliance Group

 Gandui Empire Group

 Zugen Incorporated

 Nuenets Corp.

 Wars occur when a minor faction invades a star system controlled by another minor faction. For the duration of the war, the standard of living, wealth level and security level in the disputed system are reduced. Combat activity between the two warring factions determines the outcome of the conflict. If neither faction succeeds in dominating the other, the war ends in a ceasefire.",https://community.elitedangerous.com/en/galnet/uid/58b9461215ac1cd725100571
"Galactic News: Weekly Democracy Report",02 MAR 3303,"This report presents the latest data on democratic activity among the galaxy's minor factions.

 Here are the latest factions to hold elections:

 Laedla and Co

 The Pilots Federation

 Marquis du HIP 110867

 Green Party of LFT 926

 Modgud Commodities

 CD-37 641 Empire Pact

 Delta Pavonis Vision Services

 New BD+23 3151 Revolutionary Party

 Workers of TZ Arietis Democrats

 HIP 114530 Guardians

 Elections occur when two minor factions with a similar political structure resolve a conflict over ownership and influence within a system.",https://community.elitedangerous.com/en/galnet/uid/58b7faac15ac1c331ee972eb
"Powerplay: Incoming Update",01 MAR 3303,"At 7.00 am tomorrow morning (GMT), the monitoring of powers' activities will go offline for a short period while the latest data is assembled. Pilots who operate for one of the powers should deliver any cargo or vouchers before this time to ensure their activities are registered.",https://community.elitedangerous.com/en/galnet/uid/58b6b3cf15ac1c3c3e8f3688
"Galactic News: Weekly Security Report",28 FEB 3303,"This report presents the latest data on the security status of the galaxy's minor factions.

 Here are the latest factions to experience a lockdown:

 Wolf 359 Blue Travel Commodities

 Chamunda Crimson Gang

 LHS 1387 Jet Mob

 Bhotho Rats

 LP 811-17 Gold Energy Partners

 i Bootis Democrats

 i Bootis Central Limited

 Freedom Party of Walka

 Codorain Network

 Nationalists of Aulin

 When a faction experiences a lockdown, the security rating of the system it controls temporarily increases and the system's wealth temporarily decreases. Bounty hunting activity can shorten the lockdown period.

 Here are the latest factions to experience civil unrest:

 Uru Federal Interstellar

 Zugen Incorporated

 Traditional Auste Dominion

 WISE 0855-0714 Gold Gang

 Oho Bajo Public Holdings

 Mob of Nantariates

 Aulin Focus

 Idomatyritu Universal Company

 Potri Gold Federal Industry

 HIP 17483 Services

 Civil unrest is the result of illegal activity. When a faction is affected by civil unrest, the standard of living in the system it controls temporarily decreases, as does the system's wealth. Combat missions and activities can bring civil unrest to an end.",https://community.elitedangerous.com/en/galnet/uid/58b55a7e15ac1c5e6edf0c74
"Galactic News: Weekly Expansion Report",25 FEB 3303,"This report presents the latest data on expansion and withdrawal among the galaxy's minor factions.

 Here are the latest factions to have expanded into new systems:

 HIP 8593 Empire League

 V886 Centauri Future

 Liberals of Delta Pavonis

 Zeus Bureau

 Kuwemargl Patrons of Law

 Labour of Kalads

 Ciboney Empire Consulate

 Cordenet Group

 Defence Force of HR 8793

 Yhele Empire Party

 Expansions occur when a minor faction reaches a sufficient level of influence and there is a populated system within striking distance. Expansion is costly, so when a faction expands, the wealth and development level of the system it controls are temporarily reduced.

 Here are the latest factions in withdrawal:

 Colanja Gold Power Services

 Limapa Blue State Commodities

 Official Darkates Freedom Party

 The Pilots Federation

 Iptera Allied Corp.

 Natural LP 811-17 Conservatives

 Heike Co

 Autocracy of Phi Gruis

 Partnership of LHS 2819

 HIP 13269 Silver Drug Empire

 Factions are considered to be in withdrawal if their level of influence within a system drops below a certain level. If the faction's influence remains low for a total of five days, the faction must leave the system entirely. If the faction manages to increase its level of influence, it remains in the system.",https://community.elitedangerous.com/en/galnet/uid/58b0164f15ac1c41645684fa
"Galactic News: Theft at Darnielle's Progress",24 FEB 3303,"A carefully orchestrated heist, involving the theft of a large quantity of meta-alloys, has taken place at Darnielle's Progress in the Maia system.

 Security personnel at the starport confirmed that an unidentified Cobra-class vessel was involved in the robbery. After the ship docked at the starport, the pilot and four other passengers disembarked before the ship was serviced and refuelled.

 Later, the pilot requisitioned the largest available quota of meta-alloys, whereupon the automated units inexplicably loaded it to maximum capacity. The Cobra immediately departed, breaking speed limits and ignoring hails.

 Attempts were made to track the ship, but no trace of it was found.

 Investigations are ongoing. Pilots are asked to report any sightings of a Cobra with the callsign 'lima uniform charlie'.",https://community.elitedangerous.com/en/galnet/uid/58b0158e15ac1c0d635684fa
"Galactic News: Weekly Democracy Report",23 FEB 3303,"This report presents the latest data on democratic activity among the galaxy's minor factions.

 Here are the latest factions to hold elections:

 Union of Wolf 359 Labour

 Green Party of HIP 103138

 United LHS 3479 Green Party

 Crimson State Group

 Eranin Peoples Party

 Modgud Commodities

 Independent NLTT 49528 Left Party

 i Bootis Democrats

 Social Bakaduninka Future

 League of HIP 3142

 Elections occur when two minor factions with a similar political structure resolve a conflict over ownership and influence within a system.",https://community.elitedangerous.com/en/galnet/uid/58aeb81515ac1c3147f56dc7
"Powerplay: Incoming Update",22 FEB 3303,"At 7.00 am tomorrow morning (GMT), the monitoring of powers' activities will go offline for a short period while the latest data is assembled. Pilots who operate for one of the powers should deliver any cargo or vouchers before this time to ensure their activities are registered.",https://community.elitedangerous.com/en/galnet/uid/58ad650515ac1c3917c1d1da
"Galactic News: Weekly Security Report",21 FEB 3303,"This report presents the latest data on the security status of the galaxy's minor factions.

 Here are the latest factions to experience a lockdown:

 Wolf 359 Blue Travel Commodities

 LHS 1387 Jet Mob

 WISE 0855-0714 Gold Gang

 Zeus Bureau

 Oho Bajo Public Holdings

 Segoveduwa Empire Party

 Nationalists of Aulin

 Nationals of Themiscrya

 Nang Ta-khian Public Co

 Opala Power Commodities

 When a faction experiences a lockdown, the security rating of the system it controls temporarily increases and the system's wealth temporarily decreases. Bounty hunting activity can shorten the lockdown period.

 Here are the latest factions to experience civil unrest:

 Kokary Holdings 

 Uru Federal Interstellar

 Vanayequi Independents

 Revolutionary Heheng Future

 Natural LP 811-17 Conservatives

 Ross 490 Mafia

 Independents of LHS 3262

 Mob of Nantariates

 United Wat Yu Confederacy

 Nationalists of Aulin

 Civil unrest is the result of illegal activity. When a faction is affected by civil unrest, the standard of living in the system it controls temporarily decreases, as does the system's wealth. Combat missions and activities can bring civil unrest to an end.",https://community.elitedangerous.com/en/galnet/uid/58ac25e615ac1cc11e5e72e0
"Galactic News: Weekly Economic Report",20 FEB 3303,"This report presents the latest data on the economic health of the galaxy's minor factions.

 Here are the latest factions to experience an economic boom:

 Colanja Gold Power Services

 Limapa Blue State Commodities

 Uru Federal Interstellar

 Avan Labour Union

 Wolf 359 Blue Travel Commodities

 Union of Wolf 359 Labour

 Potriti Gold Mafia

 Cemiess Commodities

 Orrere Ring

 Eravate Network

 Boom is usually the result of consistent trade profit and completed trade contracts. When a faction experiences a boom, the wealth of the system it controls temporarily increases and trade missions completed in the system have double the effect on influence. The faction's influence may also increase. Booms typically last until they naturally expire.

 Here are the latest factions to experience an economic bust:

 Brotherhood of LP 98-132

 Ngaliba Blue Camorra

 Lords of Ngaliba

 Chamunda Crimson Gang

 i Bootis Central Limited

 Partnership of LHS 2819

 Family of Parun

 HIP 6758 Posse

 Orishpucho Jet Hand Gang

 Chau Yu Gold Clan

 When a faction experiences a bust, the wealth of the system it controls is temporarily reduced and the faction's influence is temporarily diminished. Trade actions do not contribute to boom while a bust is active. A bust typically has to run its course before ending.",https://community.elitedangerous.com/en/galnet/uid/58aacab715ac1c372bafd3c9
"Galactic News: Weekly Expansion Report",18 FEB 3303,"This report presents the latest data on expansion and withdrawal among the galaxy's minor factions.

 Here are the latest factions to have expanded into new systems:

 G 41-14 Purple Travel Solutions

 Annarr Dynamic Corp.

 Kikians Purple Vision PLC

 Betel Free

 Jaques

 Tian Xian Inc

 Labour of Kalads

 Movement for Oduwaid Fo Labour

 Martio Imperial Society

 Djinaura Brotherhood

 Expansions occur when a minor faction reaches a sufficient level of influence and there is a populated system within striking distance. Expansion is costly, so when a faction expands, the wealth and development level of the system it controls are temporarily reduced.

 Here are the latest factions in withdrawal:

 Kokary Liberals

 GCRV 4654 State Interstellar

 Labour of Ethgreze

 Revolutionary Heheng Future

 39 Tauri Interstellar

 Labour of Geras

 Inupiates Patrons of Law

 HR 8170 Brotherhood

 HIP 113100 Imperial Society

 LHS 3598 Transport Group

 Factions are considered to be in withdrawal if their level of influence within a system drops below a certain level. If the faction's influence remains low for a total of five days, the faction must leave the system entirely. If the faction manages to increase its level of influence, it remains in the system.",https://community.elitedangerous.com/en/galnet/uid/58a6d7d315ac1c9770ae8e47
"Galactic News: Weekly Conflict Report",17 FEB 3303,"This report presents the latest data on conflict among the galaxy's minor factions.

 Here are the latest factions to experience a civil war:

 New 31 Aquilae Green Party

 Zeessze Clan

 Ross 754 Universal and Co

 Fusang Fortune Commodities

 Vanayequi Independents

 Liberty Party of Zeessze

 Alpha Centauri Gold Brotherhood

 Gliese 868 Services

 Luyten 674-15 Industries

 Aymifa Resistance

 Civil wars occur when minor factions compete for control of major assets such as starports. When a faction is involved in a civil war, the standard of living, development level and security level in the system it controls are temporarily reduced. Combat activities can bring a civil war to an end.

 Here are the latest factions to experience war:

 Colanja Gold Power Services

 Official Darkates Freedom Party

 Order of Ethgreze

 Coalition of Ngaliba

 Laedla and Co

 The Pilots Federation

 Nuenets Corp.

 Independents of Mildeptu

 HR 3954 Crew

 People's Changthini for Equality

 Wars occur when a minor faction invades a star system controlled by another minor faction. For the duration of the war, the standard of living, wealth level and security level in the disputed system are reduced. Combat activity between the two warring factions determines the outcome of the conflict. If neither faction succeeds in dominating the other, the war ends in a ceasefire.",https://community.elitedangerous.com/en/galnet/uid/58a6d6f915ac1cfe74ae8e47
"Galactic News: Weekly Democracy Report",16 FEB 3303,"This report presents the latest data on democratic activity among the galaxy's minor factions.

 Here are the latest factions to hold elections:

 Limapa Blue State Commodities

 Delphin Blue Federal PLC

 HIP 8593 Empire League

 Sol Workers' Party

 Zeaex Flag

 V886 Centauri Future

 Liberals of Delta Pavonis

 Marquis du HIP 110867

 Nahua Citizens' Forum

 Gitxsan Limited

 Elections occur when two minor factions with a similar political structure resolve a conflict over ownership and influence within a system.",https://community.elitedangerous.com/en/galnet/uid/58a57d9915ac1c474936ebe9
"Galactic News: Weekly Health Report",15 FEB 3303,"This report presents the latest data on health issues among the galaxy's minor factions.

 Here are the latest factions to experience famine:

 Avan Labour Union

 Green Party of HIP 103138

 Kvenland Services

 Bubii Rats

 LTT 377 Purple General Corp.

 FK5 2550 PLC

 Hajon Industries

 HIP 96289 Blue Major Inc

 Sokat Values Party

 Parhul Silver Electronics Hldgs

 When a faction is affected by famine the standard of living in the system it controls temporarily decreases. Combat activity has no effect on influence while a famine is active. Completing food-trade missions can bring a famine to an end.

 Here are the latest factions to experience an outbreak:

 Avan Labour Union

 Eravate Network

 Eravate Life Services

 Labour of Ethgreze

 Order of Ethgreze

 Eranin Peoples Party

 Bodb Den Advanced Network

 LHS 1387 Jet Mob

 Hajon Industries

 Camorra of Waime

 When a faction is affected by an outbreak the standard of living in the system it controls temporarily decreases. Combat activity has no effect on influence while an outbreak is active. Completing medicine-supply missions can bring an outbreak to an end.",https://community.elitedangerous.com/en/galnet/uid/58a42d1e15ac1c8e734b3d41
"Galactic News: Weekly Security Report",14 FEB 3303,"This report presents the latest data on the security status of the galaxy's minor factions.

 Here are the latest factions to experience a lockdown:

 Groombridge 1618 Inc

 Segoveduwa Empire Party

 Ross 775 for Equality

 Ciboney Purple Allied Corp.

 G 180-18 Jet Society

 Crimson Major Incorporated

 Potri Gold Federal Industry

 Crimson Power Company

 Revolutionary LHS 2158 Confederacy

 29 Ceti Unionists

 When a faction experiences a lockdown, the security rating of the system it controls temporarily increases and the system's wealth temporarily decreases. Bounty hunting activity can shorten the lockdown period.

 Here are the latest factions to experience civil unrest:

 Chamunda Crimson Gang

 Crimson State Group

 Partnership of GD 215

 Gandui Empire Group

 Democrats of BD-02 4304

 Zeus Bureau

 Belenja Democrats

 Leaders of LFT 1404

 Family of Ogowei

 HIP 116460 Patrons of Law

 Civil unrest is the result of illegal activity. When a faction is affected by civil unrest, the standard of living in the system it controls temporarily decreases, as does the system's wealth. Combat missions and activities can bring civil unrest to an end.",https://community.elitedangerous.com/en/galnet/uid/58a2e22015ac1c175ce3d0b9
"Galactic News: Weekly Economic Report",13 FEB 3303,"This report presents the latest data on the economic health of the galaxy's minor factions.

 Here are the latest factions to experience an economic boom:

 Colanja Gold Power Services

 Social Zaragas Independents

 Brani Federal Holdings

 New 31 Aquilae Green Party

 Yakabugai Exchange

 G 41-14 Purple Travel Solutions

 Kokary Holdings

 Brotherhood of LP 98-132

 Wolf 359 Blue Travel Commodities

 Panoi Holdings

 Boom is usually the result of consistent trade profit and completed trade contracts. When a faction experiences a boom, the wealth of the system it controls temporarily increases and trade missions completed in the system have double the effect on influence. The faction's influence may also increase. Booms typically last until they naturally expire.

 Here are the latest factions to experience an economic bust:

 Lords of Ngaliba

 Chamunda Crimson Gang

 i Bootis Central Limited

 LHS 535 Silver United Ltd

 HIP 6758 Posse

 LTT 2622 Crimson Power Solutions

 Orishpucho Jet Hand Gang

 Nagii Union

 HIP 5700 Electronics Co

 Robigo Cartel

 When a faction experiences a bust, the wealth of the system it controls is temporarily reduced and the faction's influence is temporarily diminished. Trade actions do not contribute to boom while a bust is active. A bust typically has to run its course before ending.",https://community.elitedangerous.com/en/galnet/uid/58a190d715ac1c4438249ee1
"Galactic News: Weekly Expansion Report",11 FEB 3303,"This report presents the latest data on expansion and withdrawal among the galaxy's minor factions.

 Here are the latest factions to have expanded into new systems:

 Branglal PLC

 LHS 3516 Fortune Company

 Idomatyritu Travel Industries

 Allied Kui Xenab Regulatory State

 Brotherhood of Caerete

 Jaques

 HIP 5712 Guardians of Tradition

 Friends of Kotigen

 Defence Party of NLTT 57668

 League of Ross 1015

 Expansions occur when a minor faction reaches a sufficient level of influence and there is a populated system within striking distance. Expansion is costly, so when a faction expands, the wealth and development level of the system it controls are temporarily reduced.

 Here are the latest factions in withdrawal:

 Limapa Blue State Commodities

 Coquim Industry

 Zugen Incorporated

 Durius Dominion

 Ross 210 Pro-Alliance Party

 HR 8170 Brotherhood

 HIP 13269 Silver Drug Empire

 Regulatory State of Kausan

 Lao Zi Blue Fortune Corp.

 Imenhit Limited

 Factions are considered to be in withdrawal if their level of influence within a system drops below a certain level. If the faction's influence remains low for a total of five days, the faction must leave the system entirely. If the faction manages to increase its level of influence, it remains in the system.",https://community.elitedangerous.com/en/galnet/uid/589d99b515ac1cd2061da318
"Galactic News: Weekly Conflict Report",10 FEB 3303,"This report presents the latest data on conflict among the galaxy's minor factions.

 Here are the latest factions to experience a civil war:

 Cemiess Commodities

 Vanayequi Independents

 Green Party of HIP 103138

 Ruchbah Industry

 Junga Patron's Principles

 Junga Interstellar

 Liberty Party of Zeessze

 Zeessze Clan

 Luyten 674-15 Industries

 People's Changthini for Equality

 Civil wars occur when minor factions compete for control of major assets such as starports. When a faction is involved in a civil war, the standard of living, development level and security level in the system it controls are temporarily reduced. Combat activities can bring a civil war to an end.

 Here are the latest factions to experience war:

 AG+21 1754 Citizen Party

 Kini Drug Empire

 Labour of Ethgreze

 Kokary Liberals

 GCRV 4654 State Interstellar

 Ross 754 Labour

 Mother Gaia

 Apoyota Domain

 Independents of Mildeptu

 Quator Ring

 Wars occur when a minor faction invades a star system controlled by another minor faction. For the duration of the war, the standard of living, wealth level and security level in the disputed system are reduced. Combat activity between the two warring factions determines the outcome of the conflict. If neither faction succeeds in dominating the other, the war ends in a ceasefire.",https://community.elitedangerous.com/en/galnet/uid/589d98f915ac1c18061da318
"Galactic News: Weekly Democracy Report",09 FEB 3303,"This report presents the latest data on democratic activity among the galaxy's minor factions.

 Here are the latest factions to hold elections:

 New 31 Aquilae Green Party

 Crimson State Group

 Eranin Peoples Party

 Modgud Commodities

 Gliese 868 Services

 HIP 1914 Purple Universal Inc

 Delta Phoenicis Limited

 Fawaol Patrons of Law

 Social Bakaduninka Future

 HIP 112052 Central Corporation

 Elections occur when two minor factions with a similar political structure resolve a conflict over ownership and influence within a system.",https://community.elitedangerous.com/en/galnet/uid/589c46b715ac1ceb3e04ed6f
"Powerplay: Incoming Update",08 FEB 3303,"At 7.00 am tomorrow morning (GMT), the monitoring of powers' activities will go offline for a short period while the latest data is assembled. Pilots who operate for one of the powers should deliver any cargo or vouchers before this time to ensure their activities are registered.",https://community.elitedangerous.com/en/galnet/uid/589b0ee815ac1c5f28d61b44
"Galactic News: Weekly Security Report",07 FEB 3303,"This report presents the latest data on the security status of the galaxy's minor factions.

 Here are the latest factions to experience a lockdown:

 Apoyota Domain

 Quator Ring

 Mutujiali Crew

 United Wat Yu Confederacy

 HIP 117399 Confederacy

 Yenistani Guardians of Tradition

 Ngadjal Citizens' Forum

 Hecate Creative Industries

 Jamapa Alliance

 Aerial Universal Network

 When a faction experiences a lockdown, the security rating of the system it controls temporarily increases and the system's wealth temporarily decreases. Bounty hunting activity can shorten the lockdown period.

 Here are the latest factions to experience civil unrest:

 Chamunda Crimson Gang

 Laedla and Co

 Groombridge 1618 Inc

 Bhotho Rats

 LP 811-17 Gold Energy Partners

 Heike Co

 Segoveduwa Empire Party

 Karsha Empire Consulate

 Bureau of Tetrian Liberty Party

 Partnership of LHS 417

 Civil unrest is the result of illegal activity. When a faction is affected by civil unrest, the standard of living in the system it controls temporarily decreases, as does the system's wealth. Combat missions and activities can bring civil unrest to an end.",https://community.elitedangerous.com/en/galnet/uid/5899a7a215ac1c3550201b82
