name,updateTime,type,subType,distanceToArrival,isLandable,gravity,earthMasses,radius,surfaceTemperature,volcanismType,orbitalEccentricity,orbitalInclination,argOfPeriapsis,rotationalPeriod,rotationalPeriodTidallyLocked,axialTilt,orbitalPeriod,semiMajorAxis,SolidComp-Ice,SolidComp-Rock,SolidComp-Metal,isMainStar,isScoopable,age,luminosity,surfaceTemperature,Antimony,Arsenic,Boron,Cadmium,Carbon,Chromium,Germanium,Iron,Lead,Manganese,Mercury,Molybdenum,Nickel,Niobium,Phosphorus,Polonium,Rhenium,Ruthenium,Selenium,Sulphur,Technetium,Tellurium,Tin,Tungsten,Vanadium,Yttrium,Zinc,Zirconium,hasRings,
HIP 22118 A 4 b,2017-10-21 22:21:01,Planet,Icy body,4622.493164,1,0.039236872802248,0.000426,664.572125,94,No volcanism,0.003046,0.116286,302.535797,49.371446759259,1,0.037481,49.368767361111,0.010132429993203,,,,,,,,94,,,,,22.6872,5.54285,,12.3248,,,,0.804799,9.32193,,14.5248,,,0.761132,,26.9798,,,,0.676753,3.02653,,3.34941,,,
HIP 22118 A 4 c,2017-10-21 22:20:05,Planet,Icy body,4621.244141,1,0.028948081421666,0.000172,491.63053125,94,No volcanism,0.001005,2.247953,208.867477,4.5457581018519,,-0.188072,72.720486111111,0.013117465849064,,,,,,,,94,,1.59661,,,22.9019,5.59529,3.57012,12.4414,,,,0.812413,9.41012,0.8503,14.6622,,,,,27.2351,,0.924668,,,,,,,,
HIP 22118 A 4 d,2017-10-21 22:21:44,Planet,Icy body,4615.975098,1,0.031535100983911,0.000223,536.3395625,94,No volcanism,0.000158,0.450463,355.515137,1.7223036024306,,-0.001812,126.87512731481,0.019010626947379,,,,,,,,94,,1.62206,,,23.267,,3.62704,12.6397,,,,,9.56016,,14.896,,,,4.33048,27.6693,,0.939411,0.754758,0.694048,,,,,,
HIP 22118 A 4 e,2017-10-21 22:19:42,Planet,Icy body,4616.768066,1,0.034920657719389,0.000302,593.12575,94,No volcanism,0.001619,0.121105,134.208099,0.87133581091435,,-0.126652,295.50159722222,0.033402989231183,,,,,,,,94,,,,0.955453,22.6488,,3.53067,12.3039,,5.08138,,0.803437,9.30615,,14.5002,,,,,26.9342,,0.914451,,,3.02141,,,,,
HIP 22118 A 4 f,2017-10-21 22:22:27,Planet,Icy body,4606.178711,1,0.03235037696524,0.00024,549.3516875,94,No volcanism,0.010865,-0.018616,106.837334,0.51559574833333,,-0.087642,425.28347222222,0.042579227646721,,,,,,,,94,,,,,22.5039,,,12.2251,,5.04885,,,9.24658,0.835523,14.4074,,,,4.18844,26.7617,,,0.730001,,,0.730192,3.32233,,,
HIP 22118 A 4 g,2017-10-21 22:23:00,Planet,Icy body,4598.12207,1,0.034046999619948,0.00028,578.3944375,94,No volcanism,0.049218,0.76502,353.681091,0.76716796875,,-0.281843,718.68143518519,0.060409193511335,,,,,,,,94,,1.57546,,,22.5986,5.52118,,12.2766,,5.0701,,,9.28549,0.839039,14.468,,,0.758157,,26.8744,,,0.733074,,,,,,,
HIP 22118 B,2018-05-06 01:42:53,Star,K (Yellow-Orange) Star,31103.607422,,,,,4859,,0.100422,85.041161,260.490021,4.310015552662,,,108966.81481481,33.751099837279,,,,,1,4068,Va,4859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP 22118 B 1,2017-10-21 22:46:43,Planet,Metal-rich body,31128.660156,1,1.4014269573328,0.594988,4155.788,1014,Minor Metallic Magma,4.0E-6,0.00027,107.797844,3.4821610966435,1,-0.268468,3.4800575086806,0.042224296391673,,,,,,,,1014,,,,,,15.4113,,34.2676,,14.1522,,,25.9186,,,,,2.11624,,,,,2.27339,1.88163,,,,3.97917,,
HIP 22118 B 2,2017-10-21 22:46:54,Planet,High metal content world,31118.855469,1,1.8726597473277,3.431847,8634.139,832,Major Silicate Vapour Geysers,9.3E-5,0.000159,352.044617,-6.4415784143519,,-2.602777,6.4376873553241,0.063629431859286,,,,,,,,832,,,,,13.2352,,,22.791,,9.41245,,1.48824,17.2382,1.55764,8.47339,,,1.40749,2.46335,15.7394,,,,,,,6.19374,,,
HIP 22118 B 3,2018-05-26 11:09:47,Planet,Gas giant with water-based life,28859.84375,,2.2854587672784,275.846832,70069.952,154,No volcanism,0.000725,0.436397,69.34758,4.4962203414352,,-0.553549,4366.1818518519,4.9117850252931,,,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HIP 22118 B 3 a,2018-05-26 11:11:42,Planet,Rocky body,28858.921875,1,0.054521736282934,0.000296,469.943375,127,No volcanism,0.000231,0.017322,112.405373,14.168438946759,1,0.327067,14.168151041667,0.010762356392283,0,90.8671,9.133,,,,,127,1.1697,,,1.49681,15.6201,,5.53116,19.2753,,7.9605,,,14.579,,10.0002,,,,,18.5755,,,,1.05841,4.73334,,,,,
HIP 22118 B 3 b,2017-10-21 22:38:39,Planet,Icy body,29276.560547,1,0.048471027822455,0.00068,755.4363125,112,No volcanism,0.000656,-0.17167,255.886993,26.742210648148,1,-0.515813,26.741669560185,0.016437066466883,,,,,,,,112,0.818779,,,1.04776,21.328,,,13.4925,,5.57228,,0.881055,10.2052,,13.6546,,,,3.96959,25.3634,,,,,,,3.66677,,,
HIP 22118 B 3 c,2017-10-21 22:39:33,Planet,Icy body,29284.482422,1,0.060289297587627,0.001297,935.47975,111,No volcanism,0.000278,-0.017459,109.535278,61.761875,1,-0.463926,61.760619212963,0.028719245132946,,,,,,,,111,,1.80704,,1.09346,22.2584,,,14.0811,,,,0.919488,10.6504,,14.2502,,,0.869598,4.14275,26.4698,,,,,3.45783,,,,,
HIP 22118 B 3 d,2017-10-21 22:39:55,Planet,Icy body,29292.976563,1,0.062711096141175,0.001596,1017.48675,111,No volcanism,0.000113,1.162058,169.782639,100.38421296296,1,-1.278751,100.38216435185,0.039701137484171,,,,,,,,111,,1.70921,,1.03872,22.7765,,,13.3761,,,,,10.1172,,14.5819,,,,4.23919,27.086,,0.989879,0.800508,,3.28471,,,,,
HIP 22118 B 3 e,2017-10-21 22:40:18,Planet,Icy body,29294.542969,1,0.053508448700243,0.001015,878.428375,111,No volcanism,0.015781,0.008743,15.443369,0.97360568576389,,0.488711,137.89974537037,0.049061506862744,,,,,,,,111,0.774914,,,,22.1788,,3.66434,12.7697,,5.27376,,,9.65847,0.872742,14.1992,,,,,26.3752,,,0.76252,,,,3.47033,,,
HIP 22118 B 3 f,2017-10-21 22:38:05,Planet,Icy body,29254.023438,1,0.061910167068299,0.001563,1013.4049375,110,No volcanism,0.005206,-0.256324,344.602295,0.81878137659722,,0.341999,234.2775462963,0.069853113170013,,,,,,,,110,,,,,21.6283,5.60043,,12.4528,,5.14287,0.543792,,9.41876,0.851081,13.8468,,,0.769039,4.02549,25.7206,,,,,,,,,,
HIP 22118 B 4,2017-10-21 22:41:35,Planet,Gas giant with ammonia-based life,29514.019531,,1.2644346052072,34.243374,33191.326,108,No volcanism,0.002024,-0.720533,287.552246,1.0011625614931,,-0.106133,7551.7066666667,7.0773101554312,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HIP 22118 B 4 a,2017-10-21 22:42:29,Planet,Icy body,29512.773438,1,0.035328936255476,0.000313,600.331875,96,Major Water Geysers,0.102784,-0.986829,69.87674,1.4477951388889,1,-0.03422,0.98571605541667,1.0835499311689E-5,,,,,,,,96,0.743665,,,,22.5579,,,12.2548,,5.06109,,0.800229,9.26899,0.837548,14.442,,,,4.1985,26.826,,,,,3.00934,,,,,
HIP 22118 B 4 b,2017-10-21 22:42:41,Planet,Icy body,29512.761719,1,0.033704491629175,0.000271,571.9068125,96,Major Water Geysers,0.102784,-0.986829,249.87674,1.3458110894097,1,0.501103,0.98571605541667,1.2539926144818E-5,,,,,,,,96,,,,,22.6003,5.52172,3.52318,12.2778,,,0.53615,,9.28639,0.83912,14.4691,,,,,26.8764,,,,,,0.733336,3.33664,,,
HIP 22118 B 4 c,2017-10-21 22:43:03,Planet,Icy body,29515.498047,1,0.032387053763352,0.000241,550.1831875,96,No volcanism,0.000281,-0.301832,349.674072,16.752103587963,1,0.271166,16.750661168981,0.0060030933581998,,,,,,,,96,,,,,23.1872,,,12.5966,,5.20229,,0.822554,9.52758,,14.8449,,,,,27.5744,,0.93621,0.752186,,3.0933,,,1.46273,,
HIP 22118 B 4 d,2017-10-21 22:42:18,Planet,Icy body,29517.986328,1,0.061191147455235,0.001594,1029.4005,96,No volcanism,7.9E-5,-0.729791,229.660812,28.04357349537,1,0.518763,28.041160300926,0.0084635223888919,,,,,,,,96,,,,0.988981,23.4431,,,12.7356,,,0.556145,,9.63271,,15.0087,,,0.786508,4.36325,27.8787,,,,,3.12743,,,1.47887,,
HIP 22118 B 4 e,2017-10-21 22:43:15,Planet,Icy body,29521.244141,1,0.053948220284574,0.001099,910.3215,96,No volcanism,6.7E-5,-0.073,201.955307,63.237378472222,1,0.344519,63.23193287037,0.014553856774915,,,,,,,,96,,,,,22.6565,5.53547,3.53195,12.3083,,,0.537485,,9.30952,,14.5051,,,,,26.9433,,0.914783,0.73497,,3.0225,,,,,
HIP 22118 B 4 f,2017-10-21 22:43:47,Planet,Icy body,29517.566406,1,0.05455296838626,0.001135,919.969125,95,No volcanism,0.0117,-0.131962,268.556122,106.18258101852,1,0.442444,106.17344907407,0.020560376492043,,,,,,,,95,0.752325,1.59097,,,22.8206,5.57555,,12.3975,,,,0.809547,9.37692,,14.6101,,,,4.24739,27.1384,,,,0.680745,,,,,,
Pleiades Sector IM-V c2-16 A,2018-04-23 18:29:28,Star,K (Yellow-Orange) Star,0,,,,,4365,,0.097018,2.757373,267.680634,2.9824860749421,,,337.249375,0.25785084011894,,,,1,1,5714,Vab,4365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleiades Sector IM-V c2-16 A 1,2018-04-23 18:33:15,Planet,High metal content world,19.294409,1,0.50642029270372,0.131443,3249.359,853,No volcanism,6.5E-5,0.003259,194.04834,3.6400792100694,1,0.184864,3.640074146412,0.038668193584122,,,,,,,,853,,,,1.81484,13.9884,,,23.3707,,,,,17.6766,1.59726,8.95561,,,,2.60353,16.6351,,1.26765,,,5.73903,,6.35128,,,
Pleiades Sector IM-V c2-16 A 2,2018-04-23 18:25:40,Planet,High metal content world,33.312946,1,0.46553105146066,0.103384,3005.63925,661,No volcanism,0.007616,-0.892824,15.453665,8.3394798900463,1,0.922814,8.3394697627315,0.067200525254535,,,,,,,,661,,,,,13.1487,,4.60056,22.0927,,9.12407,,,16.71,1.50992,8.41804,,,,,15.6366,,,1.43585,,,1.31957,6.00397,,,
Pleiades Sector IM-V c2-16 A 2 a,2018-04-23 18:26:40,Planet,Rocky body,33.337341,1,0.12268972714831,0.003035,1003.135875,661,Major Silicate Vapour Geysers,,25.548038,359.762512,0.45935908564815,1,0.024522,0.45276195385417,7.8896303435153E-5,,,,,,,,661,,,,,14.4635,8.61771,,19.1618,,7.91364,,,14.4932,1.30961,9.25978,,,1.18337,,17.2001,,,1.18979,,,,5.20747,,,
Pleiades Sector IM-V c2-16 A 3,2018-04-23 18:29:00,Planet,High metal content world,44.737629,1,0.51953142159489,0.140969,3322.312,583,No volcanism,0.009587,0.004958,345.6745,12.690328414352,1,-0.377098,12.6903125,0.088905493011138,,,,,,,,583,,,,,14.3578,,5.0236,23.9878,,,1.04751,,18.1434,1.63944,9.1921,,,,,17.0744,0.857947,,,,5.89057,,,2.78548,,
Pleiades Sector IM-V c2-16 ABC 1,2018-01-01 02:04:37,Planet,Icy body,897.072327,,0.73931241091328,1.272149,8366.417,376,Water Geysers,2.1E-5,-0.112908,282.89563,2.0122979962384,,0.383616,810.01462962963,1.5948828775408,,,,,,,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Pleiades Sector IM-V c2-16 ABC 1 a,2018-01-01 02:07:23,Planet,Icy body,897.559875,1,0.028994202012965,0.000175,495.50490625,110,No volcanism,0.001173,0.009791,6.846284,5.9091688368056,1,0.054012,5.9075557002315,0.0010000007573637,,,,,,,,110,,,,,23.307,,3.57585,12.3971,,,,0.809522,9.37663,,14.9216,,,,,27.7169,,,0.741672,,3.04429,0.740462,3.36906,,,
Pleiades Sector IM-V c2-16 ABC 1 b,2018-01-01 02:05:33,Planet,Icy body,896.185913,1,0.034156928043893,0.000284,581.5730625,110,No volcanism,0.008291,-0.036413,344.324677,14.333548900463,1,0.118293,14.329635416667,0.0018053104013866,,,,,,,,110,,,,,22.8467,,3.50523,12.1523,,5.01876,,0.793535,9.19145,,14.6269,,,,,27.1695,,,,0.667281,,0.725839,3.30253,,,
Pleiades Sector IM-V c2-16 ABC 1 c,2018-01-01 02:06:50,Planet,Icy body,897.02063,1,0.029593928350776,0.000186,505.63796875,110,No volcanism,0.000202,5.402531,123.836418,45.039513888889,1,0.242798,45.027222222222,0.0038729796172159,,,,,,,,110,,,,,22.3717,5.35164,,11.8996,,4.91441,,0.777036,9.00035,0.813273,14.3228,,,,,26.6046,,,,,,0.710748,3.23386,,,
Pleiades Sector IM-V c2-16 ABC 2,2018-03-13 17:43:24,Planet,Class III gas giant,1332.184937,,9.2583059934938,1331.564453,76489.152,331,No volcanism,0.105193,5.528463,177.391571,2.8916728153935,,1.134208,285.59275462963,0.00033855735889161,,,,,,,,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Pleiades Sector IM-V c2-16 ABC 2 a,2018-03-13 17:44:40,Planet,Rocky body,1333.329468,1,0.094702622840759,0.001524,809.0884375,150,Minor Metallic Magma,0.000121,0.088902,9.539442,1.2105379231829,1,-0.219437,1.2105289713542,0.0035283881884824,0,91.1055,8.8945,,,,,150,,,,,16.1706,8.82197,,19.616,,,0.856598,,14.8367,,10.3527,,,1.21141,3.00969,19.2302,,,,1.07712,4.81701,,,,,
Pleiades Sector IM-V c2-16 ABC 2 b,2018-01-01 02:11:31,Planet,Rocky body,1484.789795,1,0.10031328976759,0.002186,941.52175,115,No volcanism,0.000155,-4.199947,230.290909,4.4779304108796,1,-0.515637,4.4778971354167,0.0084393492106034,,,,,,,,115,,,,,17.7161,,5.48018,18.9999,,,0.829696,1.24068,14.3707,,11.3421,0.491667,,,3.29733,21.0681,,,,,,,5.16347,,,
Pleiades Sector IM-V c2-16 ABC 2 c,2018-01-01 02:09:59,Planet,Icy body,1482.777588,1,0.09024761996254,0.005023,1504.694125,109,Minor Nitrogen Magma,0.000546,-0.021573,332.944458,7.8141818576389,1,-0.418344,7.8141247106481,0.012232439348483,,,,,,,,109,,,,,22.4148,5.3629,,11.9246,,4.92475,,,9.01928,0.814984,14.3503,,,,,26.6558,,0.890821,0.713421,,2.92827,,,,,
Pleiades Sector IM-V c2-16 ABC 2 d,2018-01-01 02:12:38,Planet,Icy body,1489.719482,1,0.089501181103216,0.004902,1492.645875,107,No volcanism,0.005194,-0.30459,137.173203,10.237358940972,1,-0.435063,10.237282262731,0.014645898298872,,,,,,,,107,,,,,22.3405,5.34512,3.42804,11.8851,,4.90842,,,8.98938,0.812282,14.3028,,,,,26.5675,,,0.711057,,,0.709882,,,,
Pleiades Sector IM-V c2-16 ABC 2 e,2018-01-01 02:13:00,Planet,Icy body,1491.100708,1,0.092308016442012,0.005367,1537.908875,102,No volcanism,0.02034,0.564051,76.152954,17.608696469907,1,-0.189357,17.608566261574,0.02102530032869,,,,,,,,102,0.730742,,,,22.5192,5.38789,3.45547,11.9802,,,,,9.06131,0.818782,14.4172,,,,4.1913,26.78,,,,0.657833,,,,,,
Pleiades Sector IM-V c2-16 ABC 3,2018-01-01 02:13:33,Planet,Gas giant with ammonia-based life,1543.825806,,0.38694023771924,3.35165,18771.194,100,No volcanism,0.105193,5.528463,357.391571,285.95196759259,1,-0.283849,285.59275462963,0.1344920070978,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Pleiades Sector IM-V c2-16 ABC 3 a,2018-01-01 02:15:57,Planet,Icy body,1543.579956,1,0.033805295369253,0.000276,576.2974375,90,Major Water Magma,0.002519,0.762112,124.231606,3.6405425347222,1,-0.291759,3.6403504774306,0.0010000007573637,,,,,,,,90,,,,0.915659,22.1684,5.303,,11.7914,,4.86974,,,8.91855,,14.1926,,,,4.12601,26.3628,,,,0.647469,,0.704289,,,,
Pleiades Sector IM-V c2-16 ABC 4,2018-01-01 02:18:40,Planet,Class I gas giant,2046.518677,,1.0365790387095,70.493134,52596.484,84,No volcanism,0.000125,-0.849145,116.672997,0.63187554253472,,0.616222,3055.1051851852,3.8644202893992,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Pleiades Sector IM-V c2-16 ABC 4 a,2018-01-01 02:23:42,Planet,Icy body,2045.983154,,0.037038605242019,0.000361,629.6668125,173,Major Water Geysers,1.2E-5,0.005409,178.260483,1.9809539568866,1,0.39283,2.1428533709491,0.0019390188285614,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleiades Sector IM-V c2-16 ABC 4 b,2018-01-01 02:23:20,Planet,Icy body,2047.545166,,0.040252079597064,0.000462,683.299875,176,Minor Carbon Dioxide Geysers,0.00038,0.021143,114.5093,3.3764283130787,1,-0.359795,3.5679871961806,0.0027239718192058,,,,,,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleiades Sector IM-V c2-16 ABC 4 c,2018-01-01 02:24:05,Planet,Icy body,2043.783081,,0.075085370356512,0.002926,1259.053,118,No volcanism,0.003086,-0.423559,63.561264,13.224592013889,1,-0.260874,13.516828703704,0.0066196788187307,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleiades Sector IM-V c2-16 ABC 4 d,2018-01-01 02:24:27,Planet,Icy body,2048.451904,,0.071336110636019,0.002517,1198.04025,116,No volcanism,0.000364,1.415567,159.108978,24.424716435185,1,0.099261,24.772595486111,0.0099136760774764,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleiades Sector IM-V c2-16 ABC 4 e,2018-01-01 02:19:47,Planet,Icy body,2047.78894,,0.085082072015154,0.004225,1421.277375,121,No volcanism,0.000516,0.067696,311.838623,45.738877314815,1,0.231196,46.149866898148,0.015009539838323,,,,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleiades Sector IM-V c2-16 ABC 4 f,2018-01-01 02:25:21,Planet,Icy body,2045.213135,,0.12734262228277,0.014658,2163.889,133,No volcanism,,76.908531,38.764507,149.4803587963,1,-0.438811,149.99813657407,0.032933989186786,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleiades Sector IM-V c2-16 ABC 5,2018-01-01 02:30:34,Planet,Class I gas giant,2694.309326,,1.0735621450192,11.450315,20829.538,66,No volcanism,0.001797,-1.522233,3.187479,1.3520799877083,,-0.366596,5049.1377777778,5.4018812484608,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Pleiades Sector IM-V c2-16 ABC 5 a,2018-01-01 02:32:14,Planet,Icy body,2693.856201,1,0.032892892975572,0.000254,560.467375,59,No volcanism,3.7E-5,0.548053,8.99372,5.0941174768519,1,0.177168,5.2643272569444,0.0019260184296193,,,,,,,,59,,1.5936,,0.959336,23.2258,5.55595,,12.3539,,,,,9.34396,,14.8696,,,,,27.6203,0.441849,,,0.678353,,,3.35733,,,
Pleiades Sector IM-V c2-16 ABC 5 b,2018-01-01 02:31:40,Planet,Icy body,2693.308105,1,0.032771362683196,0.000251,558.1798125,59,No volcanism,0.000244,0.031248,233.5121,21.626025752315,1,-0.500599,21.893114872685,0.0049808507869357,,,,,,,,59,0.719523,,,,22.1766,5.30496,,11.7958,,4.87154,,,8.92184,0.806179,14.1978,,,,4.12753,26.3725,,,0.705699,,,,,,,
Pleiades Sector IM-V c2-16 ABC 5 c,2018-01-01 02:31:52,Planet,Icy body,2694.530518,1,0.041093906612572,0.00049,696.45625,59,No volcanism,0.008988,0.00012,166.584427,-32.323706597222,,-2.007442,32.627418981481,0.0064986084323993,,,,,,,,59,,1.59345,,,23.128,5.56184,,12.367,,,,,9.35386,0.845217,14.8069,,,,,27.5039,,,0.74033,,,0.738665,3.36088,,,
Pleiades Sector IM-V c2-16 ABC 5 d,2018-01-01 02:32:39,Planet,Icy body,2690.9729,1,0.039087422559947,0.000423,663.49275,59,No volcanism,0.002176,0.66738,50.327698,80.047708333333,1,-0.255485,80.434635416667,0.011859341417752,,,,,,,,59,,,,,22.8035,5.45492,3.49859,12.1292,,,,,9.17404,0.828968,14.5992,,,0.749057,,27.118,,,,0.666017,2.97852,,,,,
Pleiades Sector IM-V c2-16 B,2018-06-08 04:32:56,Star,M (Red dwarf) Star,484.64624,,,,,2068,,0.032633,-19.500099,1.528255,1.2843720160648,,,0.4557363100463,0.0014135851467036,,,,,1,5714,VI,2068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleiades Sector IM-V c2-16 C,2018-03-13 17:42:29,Star,T (Brown dwarf) Star,458.88736,,,,,765,,0.032633,-19.500099,181.528244,0.84758798105324,,,0.4557363100463,0.0057721394827313,,,,,,5714,V,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurus Dark Region IR-W d1-47 A,2017-04-16 21:22:39,Star,G (White-Yellow) Star,0,,,,,5929,,0.236754,24.01829,212.158951,4.5178772424769,,,1357673.8133333,53.104478522608,,,,1,1,2652,,5929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurus Dark Region IR-W d1-47 A 1,2017-03-29 19:43:14,Planet,High metal content world,179,1,1.2964035390511,1.49385201931,6846.4935,460,Minor Silicate Vapour Geysers,3.0000001061126E-6,-0.01422300003469,23.709703445435,75.886631944444,1,,75.867719907407,0.35928490503575,,,,,,,,460,,,,1.6,12.5,9.4,,21,,8.7,0.9,,15.9,,8,,,,,14.9,,,,,,1.3,5.7,,,
Taurus Dark Region IR-W d1-47 A 2,2017-03-30 09:02:12,Planet,High metal content world,244,,1.2797640448383,1.448086977005,6784.485,426,Minor Silicate Vapour Geysers,4.7000001359265E-5,0.0093170003965497,211.32318115234,120.47744212963,1,,120.44740740741,0.48895168152952,,,,,,,,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurus Dark Region IR-W d1-47 A 3,2017-07-04 20:17:08,Planet,Gas giant with ammonia-based life,2547,,1.46140241056,149.896408,64594.452,137,No volcanism,0.013885,-0.016961,183.299438,1.8112915943287,,0.50812,4141.6714814815,5.170327349051,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Taurus Dark Region IR-W d1-47 A 3 a,2017-07-04 20:19:07,Planet,Rocky body,2551,1,0.045287683408877,0.00017,390.7679375,126,No volcanism,0.000282,-0.056213,307.861267,13.692300347222,1,-0.049027,13.913427372685,0.0086767908789493,,,,,,,,126,,,,,15.5918,8.5261,5.43523,18.9581,,,0.82787,1.23795,14.3391,,9.98212,,,,,18.5419,,1.40774,,,,,5.15211,,,
Taurus Dark Region IR-W d1-47 A 3 b,2017-07-04 20:18:06,Planet,Icy body,2547,1,0.043264218709916,0.000469,664.05875,111,No volcanism,0.005496,0.220731,50.464092,36.896666666667,1,-0.509964,37.195827546296,0.016713440881883,,,,,,,,111,,,,1.10189,22.2002,,,14.1897,,,,,10.7325,,14.2129,,,,4.13192,26.4006,,1.05366,0.844409,,3.4845,,,1.64772,,
Taurus Dark Region IR-W d1-47 A 3 c,2017-07-04 20:18:49,Planet,Icy body,2557,1,0.040642315558338,0.00039,624.7806875,111,No volcanism,5.0E-5,2.221997,98.751671,50.125347222222,1,0.444613,50.449554398148,0.020478961857309,,,,,,,,111,,,,,20.8461,5.99234,,13.3242,,5.50276,,,10.0779,0.910639,13.346,,,,,24.7903,,,0.792905,,,0.795839,3.62102,,,
Taurus Dark Region IR-W d1-47 A 4,2017-03-30 07:50:19,Planet,Icy body,3647,,1.8704486249426,10.338153839111,14994.539,591,Water Geysers,0.019906999543309,-0.64778697490692,12.189380645752,0.64927151150174,,,7160.9274074074,7.4481278466486,,,,,,,,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Taurus Dark Region IR-W d1-47 B,2017-03-30 10:26:46,Star,M (Red dwarf) Star,139507,,,,,2596,,0.23675400018692,24.01828956604,32.158950805664,1.2167209201389,,,1357673.8133333,211.74172714842,,,,,1,2652,,2596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurus Dark Region IR-W d1-47 B 1,2017-03-29 21:41:36,Planet,Rocky Ice world,139303,,0.58989998375136,0.47594499588013,5728.9325,141,Minor Carbon Dioxide Geysers,9.0000001364388E-5,0.083253003656864,216.9903717041,0.61206755461516,,,267.61585648148,0.5250295768548,,,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurus Dark Region IR-W d1-47 B 2,2017-03-30 16:38:33,Planet,Rocky Ice world,139300,,0.67455129629743,0.66946297883987,6353.899,280,Minor Water Geysers,0.00080799998249859,-0.0010920000495389,247.17839050293,0.74288357204861,,,479.88592592593,0.77493962202498,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurus Dark Region IR-W d1-47 B 2 a,2017-03-30 07:30:27,Planet,Icy body,139301,1,0.10330862300137,0.0063339998014271,1579.265875,86,No volcanism,,56.406925201416,145.38037109375,31.79890625,1,,31.64953125,0.0024792496194266,,,,,,,,86,0.8,,,,20.6,6.2,3.6,13.7,,5.7,0.6,,10.4,,13.2,,,,,24.5,,,,0.8,,,,,,
Taurus Dark Region IR-W d1-47 B 3,2017-03-28 16:56:45,Planet,Icy body,138829,,0.44170334466868,0.33908098936081,5588.1865,120,No volcanism,0.033185999840498,0.67638701200485,284.87554931641,2.5009521484375,,,144.63719907407,0.0031046876123752,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurus Dark Region IR-W d1-47 B 4,2017-03-28 11:12:20,Planet,Icy body,138827,,0.41886174468969,0.29431399703026,5346.316,91,No volcanism,0.033185999840498,0.67638701200485,104.87553405762,197.6812962963,1,,144.63719907407,0.0035769319810245,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurus Dark Region IR-W d1-47 B 5,2017-03-30 14:57:47,Planet,Icy body,139737,,0.46616853879422,0.39114499092102,5842.274,83,No volcanism,0.00017600000137463,-0.011474000290036,88.557342529297,1.8398764829282,,,1987.665,1.9986556577105,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurus Dark Region IR-W d1-47 B 6,2017-03-30 16:39:15,Planet,Icy body,138200,,0.73859750117828,1.2691260576248,8360.514,49,Major Water Geysers,6.7000000854023E-5,-0.0021800000686198,176.80932617188,1.8116384548611,,,4424.3707407407,3.4072988688334,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurus Dark Region IR-W d1-47 B 7,2017-03-30 14:01:54,Planet,Icy body,143672,,0.75930887764111,1.3585059642792,8531.12,36,Major Water Geysers,0.001369999954477,2.068167924881,59.586761474609,0.80081922743056,,,17503.761481481,8.5230842445674,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleiades Sector GW-W d1-65,2018-03-19 21:32:01,Star,F (White) Star,0,,,,,6297,,,,,4.9110550491898,,,,,,,,1,1,3930,Vab,6297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleiades Sector GW-W d1-65 1,2018-01-01 00:45:00,Planet,High metal content world,61.662251,1,0.40167125184215,0.069292,2649.05325,836,No volcanism,4.0E-6,0.009511,200.8703,14.463383969907,1,-0.061833,14.445383391204,0.12357048095338,,,,,,,,836,,,,,12.579,9.44037,,20.991,,8.66909,,,15.8767,1.43463,8.05328,,,,,14.959,,1.13964,,1.15262,,,5.70458,,,
